,AAA Organization Name,AAA Year Found,AAA EIN,activityormissiondesc,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,totalgrossubiamt,pycontributionsgrantsamt,cycontributionsgrantsamt,cyprogramservicerevenueamt,pyinvestmentincomeamt,cyinvestmentincomeamt,pyotherrevenueamt,cyotherrevenueamt,pytotalrevenueamt,cytotalrevenueamt,pygrantsandsimilarpaidamt,cygrantsandsimilarpaidamt,cybenefitspaidtomembersamt,pysalariescompempbnftpaidamt,cysalariescompempbnftpaidamt,cytotalproffndrsngexpnsamt,cytotalfundraisingexpenseamt,pyotherexpensesamt,cyotherexpensesamt,pytotalexpensesamt,cytotalexpensesamt,pyrevenueslessexpensesamt,cyrevenueslessexpensesamt,totalassetsboyamt,totalassetseoyamt,totalliabilitiesboyamt,totalliabilitieseoyamt,netassetsorfundbalancesboyamt,netassetsorfundbalanceseoyamt
0,Martin Pollak Project : Northstar Tutoring/Mentoring Project,2018,521171384,"MPP provides foster care, independent living, tutoring and mentoring, and other family-centered youth development and support programs to children and youth in Maryland and the District of Columbia with the broader goal of building a caring community for every young person who needs support beyond what can be provided by his or her family. We believe that mobilizing community members as volunteers, foster parents, staff and donors is key to ensuring that young people we serve receive the support they need to succeed.",7,7,44,95,0,3579510,3222434,0,-3781,204,1210,0,3592022,3222638,1085219,958054,0,1678482,1359284,0,4108,945572,919443,3709273,3236781,-117251,-14143,2001284,1939834,907884,860577,1093400,1079257
0,Martin Pollak Project : Northstar Tutoring/Mentoring Project,2017,521171384,"THE MARTIN POLLAK PROJECT PROVIDES FOSTER CARE, INDEPENDENT LIVING, TUTORING AND MENTORING, AND OTHER FAMILY-CENTERED YOUTH DEVELOPMENT AND SUPPORT PROGRAMS TO CHILDREN AND YOUTH IN MARYLAND AND THE DISTRICT OF COLUMBIA WITH THE BROADER GOAL OF BUILDING A CARING COMMUNITY FOR EVERY YOUNG PERSON WHO NEEDS SUPPORT BEYOND WHAT CAN BE PROVIDED BY HIS OR HER FAMILY. WE BELIEVE THAT MOBILIZING COMMUNITY MEMBERS AS VOLUNTEERS, FOSTER PARENTS, STAFF AND DONORS IS KEY TO ENSURING THAT YOUNG PEOPLE WE SERVE RECEIVE THE SUPPORT THEY NEED TO SUCCEED.",6,6,44,95,0,4124409,3579510,15083,24,-3781,1199,1210,4147936,3592022,1217688,1085219,0,1920280,1678482,0,3841,1126678,945572,4264646,3709273,-116710,-117251,2134689,2001284,924038,907884,1210651,1093400
0,Martin Pollak Project : Northstar Tutoring/Mentoring Project,2016,521171384,"FOSTER CARE, INDEPENDENT LIVING, TUTORING, AND MENTORING FOR CHILDREN AND YOUTH IN MD AND DC.",6,6,49,95,0,4639010,4124409,22304,30,24,1497,1199,4640537,4147936,1347044,1217688,0,2149672,1920280,0,4206,1326211,1126678,4822927,4264646,-182390,-116710,2307639,2134689,980278,924038,1327361,1210651
0,Martin Pollak Project : Northstar Tutoring/Mentoring Project,2015,521171384,"FOSTER CARE, INDEPENDENT LIVING, TUTORING, AND MENTORING FOR CHILDREN AND YOUTH IN MD AND DC.",8,8,141,78,0,5463550,4639010,0,72,30,150,1497,5463772,4640537,1611400,1347044,0,2741208,2149672,0,5201,1393176,1326211,5745784,4822927,-282012,-182390,2546749,2307639,1036998,980278,1509751,1327361
0,Marys Center for Maternal and Child Care,2017,521594116,"SEE PART III, LINE 1.",14,14,600,14,0,16875108,17429161,26059980,176408,160125,449336,363768,38960555,44013034,395404,464383,0,25360082,27806555,0,798641,10319225,12004030,36074711,40274968,2885844,3738066,30807310,34262612,7411925,7130397,23395385,27132215
0,Marys Center for Maternal and Child Care,2015,521594116,"SEE PART III, LINE 1.",12,12,547,12,0,15819249,16875108,21459703,139188,176408,412004,449336,34533043,38960555,288470,395404,0,23985952,25360082,0,659344,11665396,10319225,35939818,36074711,-1406775,2885844,31520170,30807310,11037976,7411925,20482194,23395385
0,Marys Center for Maternal and Child Care,2014,521594116,"SEE PART III, LINE 1.",12,12,540,12,0,12072938,15819249,18162602,165936,139188,437784,412004,29650306,34533043,593860,288470,0,19450292,23985952,0,686769,9910486,11665396,29954638,35939818,-304332,-1406775,31185060,31520170,9305018,11037976,21880042,20482194
0,Mentors,2017,521547224,SEE PART III,11,11,3,50,0,384328,491479,0,65,60,,0,384393,491539,14472,11657,0,209198,239512,0,11657,121649,117648,345319,368817,39074,122722,227439,349869,9007,8715,218432,341154
0,Mentors,2016,521547224,SEE PART III,10,10,3,50,0,272909,384328,0,552,65,15,0,273476,384393,14149,14472,0,205176,209198,0,7004,140132,121649,359457,345319,-85981,39074,189613,227439,10255,9007,179358,218432
0,Mentors of Minorities in Education  (MOMIE),2017,521890845,The mission of M.O.M.I.E is to nurture the genius of children and create a transformative learning experience.,6,6,26,25,0,633749,818531,89909,7,0,6361,0,705992,908440,,0,0,361201,664879,0,41000,304765,330761,665966,995640,40026,-87200,929908,574400,210270,238173,719638,336227
0,Mentors of Minorities in Education  (MOMIE),2016,521890845,MENTORING MINORITIES THROUGH EDUCATION.,7,7,27,50,0,578226,633749,65875,2,7,32643,6361,687545,705992,687545,0,0,262095,361201,0,38061,171361,304765,1121001,665966,-433456,40026,819208,929908,139596,210270,679612,719638
0,Mentors of Minorities in Education  (MOMIE),2014,521890845,Mentoring Minorities Through Education.,4,4,9,10,0,335920,578226,76674,14,2,36458,32643,424943,687545,0,0,0,235072,262095,0,6829,144984,171361,380056,433456,44887,254089,507479,819208,81956,139596,425523,679612
0,Multicultural Career Intern Program,2017,521263933,"THE MISSION OF MCIP AND ITS PUBLIC SCHOOL AFFILIATE, CHEC, IS TO STRIVE TO BECOME A MODEL PROFESSIONAL LEARNING COMMUNITY THAT RESPECTS AND RESPONDS TO THE DIVERSE NEEDS OF OUR UNDERSERVED STUDENTS BY PREPARING THEM FOR THE ACADEMIC RIGORS OF COLLEGE AND AS LEADERS IN THE QUEST FOR SOCIAL JUSTICE. A PROFESSIONAL LEARNING COMMUNITY IS A COLLABORATIVE ACADEMIC ENVIRONMENT IN WHICH THE ADMINISTRATIVE STAFF AND TEACHERS IN A SCHOOL CONTINUOUSLY SEEK AND SHARE LEARNING AND THEN ACT ON WHAT THEY LEARN. THE GOAL IS TO ENHANCE THEIR EFFECTIVENESS AS PROFESSIONALS TO BENEFIT STUDENT EDUCATION. THE RESULTS OF THIS RESEARCH-BASED APPROACH IS THAT STUDENTS EXPERIENCE DECREASED DROPOUT RATE AND FEWER CLASSES ""SKIPPED"", LOWER RATES OF ABSENTEEISM, INCREASED LEARNING THAT IS DISTRIBUTED MORE EQUITABLY IN A SMALLER SIZED SCHOOL, GREATER ACADEMIC GAINS THAN IN TRADITIONAL SCHOOLS, AND SMALLER ACHIEVEMENT GAPS BETWEEN STUDENTS FROM DIFFERENT BACKGROUNDS.",12,12,28,,0,1455663,1788594,607954,2131,41998,,20288,2008079,2458834,79000,82000,0,985806,1139192,0,10060,1039479,1421414,2104285,2642606,-96206,-183772,1154325,1063886,525399,618732,628926,445154
0,Multicultural Career Intern Program,2016,521263933,"THE MISSION OF MCIP AND ITS PUBLIC SCHOOL AFFILIATE, CHEC, IS TO STRIVE TO BECOME A MODEL PROFESSIONAL LEARNING COMMUNITY THAT RESPECTS AND RESPONDS TO THE DIVERSE NEEDS OF OUR UNDERSERVED STUDENTS BY PREPARING THEM FOR THE ACADEMIC RIGORS OF COLLEGE AND AS LEADERS IN THE QUEST FOR SOCIAL JUSTICE. A PROFESSIONAL LEARNING COMMUNITY IS A COLLABORATIVE ACADEMIC ENVIRONMENT IN WHICH THE ADMINISTRATIVE STAFF AND TEACHERS IN A SCHOOL CONTINUOUSLY SEEK AND SHARE LEARNING AND THEN ACT ON WHAT THEY LEARN. THE GOAL IS TO ENHANCE THEIR EFFECTIVENESS AS PROFESSIONALS TO BENEFIT STUDENT EDUCATION. THE RESULTS OF THIS RESEARCH-BASED APPROACH IS THAT STUDENTS EXPERIENCE DECREASED DROPOUT RATE AND FEWER CLASSES ""SKIPPED"", LOWER RATES OF ABSENTEEISM, INCREASED LEARNING THAT IS DISTRIBUTED MORE EQUITABLY IN A SMALLER SIZED SCHOOL, GREATER ACADEMIC GAINS THAN IN TRADITIONAL SCHOOLS, AND SMALLER ACHIEVEMENT GAPS BETWEEN STUDENTS FROM DIFFERENT BACKGROUNDS.",17,17,26,,0,1856110,1455663,550285,-465,2131,33951,0,2255515,2008079,79000,79000,0,962566,985806,0,2972,1071702,1039479,2113268,2104285,142247,-96206,1430385,1154325,705253,525399,725132,628926
0,Multicultural Career Intern Program,2015,521263933,"THE MISSION OF MCIP AND ITS PUBLIC SCHOOL AFFILIATE, CHEC, IS TO STRIVE TO BECOME A MODEL PROFESSIONAL LEARNING COMMUNITY THAT RESPECTS AND RESPONDS TO THE DIVERSE NEEDS OF OUR UNDER-SERVED STUDENTS BY PREPARING THEM FOR THE ACADEMIC RIGORS OF COLLEGE AND AS LEADERS IN THE QUEST FOR SOCIAL JUSTICE. A PROFESSIONAL LEARNING COMMUNITY IS A COLLABORATIVE ACADEMIC ENVIRONMENT IN WHICH THE ADMINISTRATIVE STAFF AND TEACHERS IN A SCHOOL CONTINUOUSLY SEEK AND SHARE LEARNING AND THEN ACT ON WHAT THEY LEARN. THE GOAL IS TO ENHANCE THEIR EFFECTIVENESS AS PROFESSIONALS TO BENEFIT STUDENT EDUCATION. THE RESULTS OF THIS RESEARCH-BASED APPROACH IS THAT STUDENTS EXPERIENCE DECREASED DROPOUT RATE AND FEWER CLASSES ""SKIPPED"", LOWER RATES OF ABSENTEEISM, INCREASED LEARNING THAT IS DISTRIBUTED MORE EQUITABLY IN A SMALLER SIZED SCHOOL, GREATER ACADEMIC GAINS THAN IN TRADITIONAL SCHOOLS, AND SMALLER ACHIEVEMENT GAPS BETWEEN STUDENTS FROM DIFFERENT BACKGROUNDS.",17,17,28,0,0,1707903,1856110,365919,7380,-465,116925,33951,1963636,2255515,97100,79000,0,1037144,962566,0,12093,1039432,1071702,2173676,2113268,-210040,142247,1068044,1430385,485159,705253,582885,725132
0,Musicianship,2018,460557954,"The MusicianShips mission is to change lives by facilitating music lessons, experiences, and opportunities for people who need us most.",9,9,1,,0,202114,220686,3137,,0,,0,208756,223823,,0,0,25431,36006,0,24654,146627,191048,172058,227054,36698,-3231,54750,57723,7614,13818,47136,43905
0,Musicianship,2017,460557954,"The MusicianShips mission is to change lives by facilitating music lessons, experiences, and opportunities for people who need us most.",7,7,1,,0,,202114,6642,,0,,0,,208756,,0,0,,25431,0,29845,,146627,,172058,,36698,,54750,,7614,,47136
0,National Center for Children and Families,2018,520591586,"See Schedule OTHE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",20,20,224,2607,0,5415698,5852705,17398633,23424,83362,411974,95727,26560421,23430427,0,0,0,11915933,12017848,0,596420,14622669,11788021,26538602,23805869,21819,-375442,19101596,19287908,9098010,9682363,10003586,9605545
0,National Center for Children and Families,2017,520591586,"THE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",18,18,237,1533,0,4190714,5415698,20709325,33201,23424,278487,411974,22568639,26560421,0,0,0,11026077,11915933,0,575920,11529250,14622669,22555327,26538602,13312,21819,18996284,19101596,9009985,9098010,9986299,10003586
0,National Center for Children and Families,2016,520591586,"THE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",18,18,228,1543,0,5286599,4190714,18066237,21500,33201,74200,278487,20269413,22568639,0,0,0,9742091,11026077,0,761182,10488507,11529250,20230598,22555327,38815,13312,14817342,18996284,4829645,9009985,9987697,9986299
0,National Center for Children and Families,2015,520591586,"THE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",20,20,219,1523,0,3869994,5286599,14887114,1334,21500,98703,74200,17727689,20269413,0,0,0,8681401,9742091,0,528582,9236477,10448507,17917878,20190598,-190189,78815,15414961,14817342,5536016,4829645,9878945,9987697
0,National Housing Trust - Enterprise Preservation Corp,2015,521477599,TO PRESERVE THE EXISTING STOCK OF FEDERALLY ASSISTED HOUSING FOR LONG-TERM LOW-INCOME USE.,13,13,24,,0,2112419,3008131,1699776,104835,95544,70161,38544,4472511,4841995,0,651666,0,2763628,2423128,0,102055,918683,1155309,3682311,4230103,790200,611892,6299633,7433012,276218,744364,6023415,6688648
0,New Community for Children,2016,521611821,"TO EMPOWER CHILDREN THROUGH EDUCATIONAL, CULTURAL, AND SPIRITUAL ENRICHMENT. TOWARD THAT END, NCFC WORKS WITH PARENTS, TEACHERS, THE COMMUNITY, AND OTHER SOCIAL SERVICE ORGANIZATIONS IN WASHINGTON DC TO ADDRESS THE COMPREHENSIVE EDUCATIONAL NEEDS OF CHILDREN. NCFC PREPARES STUDENTS TO BECOME RESPONSIBLE AND PRODUCTIVE ADULTS WHO, IN TURN, WILL GIVE THEIR TIME AND TALENTS BACK TO THEIR COMMUNITIES.",7,4,14,40,0,564619,491755,1350,0,0,0,0,572160,493105,62927,125184,0,302423,231566,0,150,222446,190711,587796,547461,-15636,-54356,311818,350945,83315,176798,228503,174147
0,New Community for Children,2015,521611821,"TO EMPOWER CHILDREN THROUGH EDUCATIONAL, CULTURAL, AND SPIRITUAL ENRICHMENT. TOWARD THAT END, NCFC WORKS WITH PARENTS, TEACHERS, THE COMMUNITY, AND OTHER SOCIAL SERVICE ORGANIZATIONS IN WASHINGTON DC TO ADDRESS THE COMPREHENSIVE EDUCATIONAL NEEDS OF CHILDREN. NCFC PREPARES STUDENTS TO BECOME RESPONSIBLE AND PRODUCTIVE ADULTS WHO, IN TURN, WILL GIVE THEIR TIME AND TALENTS BACK TO THEIR COMMUNITIES.",11,9,16,40,0,658435,564619,7541,0,0,0,0,668936,572160,74975,62927,0,343848,302423,0,0,158528,222446,592351,587796,76585,-15636,329683,311818,85544,83315,244139,228503
0,Opportunities Industrialization Center  (OIC/DC),2018,522237798,Provide quality job skills training programs and related services for adults and youths. The overarching objective is to assist customers in gaining the skills and access they need for full employment.,7,7,38,0,0,2422296,2523877,0,558,27,,0,2422854,2523904,,0,0,1425922,1466209,0,0,1087677,1065998,2513599,2532207,-90745,-8303,865106,1097207,66488,306892,798618,790315
0,Opportunities Industrialization Center  (OIC/DC),2014,522237798,"IN 2013, 234 ADULT YOUTH COMPLETED JOB TRAINING AND 180 ADULT YOUTH WERE PLACED INTO FULL TIME JOBS IN THE AREA OF CAREER ORIENTATION IN JOB TRAINING PLACEM. THE JOB PLACEMENT WAS 77. THE RETENTION RATE WAS 75",7,7,35,,0,1930594,2204213,0,1000,1016,,0,1931594,2205229,,0,0,1385399,1487734,0,0,545952,829284,1931351,2317018,243,-111789,1333572,1114073,162813,55103,1170759,1058970
0,People Animals Love (PAL),2017,521282069,TO CREATE SOCIAL GOOD THROUGH THE HEALING BOND BETWEEN HUMANS AND ANIMALS.,11,11,19,0,0,437536,547674,12400,5773,4445,258,320,587403,564839,0,0,0,320063,318943,0,27881,229732,254176,549795,573119,37608,-8280,374025,359289,23302,22042,350723,337247
0,People Animals Love (PAL),2016,521282069,TO CREATE SOCIAL GOOD THROUGH THE HEALING BOND BETWEEN HUMANS AND ANIMALS.,13,13,40,0,0,522124,437536,143836,4230,5773,4225,258,831624,587403,0,0,0,445425,320063,0,37566,303268,229732,748693,549795,82931,37608,353989,374025,36973,23302,317016,350723
0,People Animals Love (PAL),2014,521282069,TO CREATE SOCIAL GOOD THROUGH THE HEALING BOND BETWEEN HUMANS AND ANIMALS.,13,13,65,300,0,459734,522124,301045,3983,4230,7307,4225,542340,831624,12463,0,0,311045,445425,0,35972,267346,303268,590854,748693,-48514,82931,266516,353989,41734,36973,224782,317016
0,Planned Parenthood of Metropolitan Washington DC,2017,530204621,"SEE PART III, LINE 1.",24,24,103,75,0,6376498,6080535,4193921,4310449,87698,-43231,-90123,15573221,10272031,0,0,0,4483569,4160351,104886,705666,4868866,4720599,9406082,8985836,6167139,1286195,25714274,28602842,4942878,6035043,20771396,22567799
0,Planned Parenthood of Metropolitan Washington DC,2016,530204621,"SEE PART III, LINE 1.",18,18,108,48,0,9813493,6376498,4929505,45864,4310449,-44814,-43231,13836469,15573221,15000,0,0,4821684,4483569,53647,858220,4218122,4868866,9140367,9406082,4696102,6167139,18227073,25714274,3344785,4942878,14882288,20771396
0,Planned Parenthood of Metropolitan Washington DC,2015,530204621,"SEE PART III, LINE 1.",21,21,119,60,0,10559843,9813493,4021926,30676,45864,-64563,-44814,14939048,13836469,0,15000,0,4567870,4821684,85561,788826,3894227,4218122,8553460,9140367,6385588,4696102,11659620,18227073,1630853,3344785,10028767,14882288
0,Play Footy,2017,462635195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37211
0,Project Create,2018,421559894,"Project Create provides accessible arts education to promote positive development in children, youth and families experiencing homelessness and poverty.",8,8,4,25,0,365198,295365,27950,23,23,,2165,381921,325503,,0,0,295596,231494,0,22866,335879,229200,631475,460694,-249554,-135191,290171,240536,15391,29062,274780,211474
0,Reach Education,2018,264622113,REACH INCORPORATED RECRUITS AND TRAINS TEENS TO BECOME TUTORS AND ROLE MODELS FOR YOUNGER STUDENTS.,11,11,7,50,0,897599,834208,45122,1076,1595,-8524,-1079,923209,879846,0,0,0,388445,376627,27164,98969,332678,432650,721123,836441,202086,43405,753577,790300,27415,20733,726162,769567
0,Reach Education,2017,264622113,REACH INCORPORATED RECRUITS AND TRAINS TEENS TO BECOME TUTORS AND ROLE MODELS FOR YOUNGER STUDENTS.,10,9,6,65,0,904522,897599,33058,144,1076,5978,-8524,929144,923209,0,0,0,328569,388445,0,105643,241955,332678,586964,721123,342180,202086,548599,753577,24523,27415,524076,726162
0,Reach Education,2016,264622113,"REACH INCORPORATED DEVELOPS CONFIDENT, GRADE-LEVEL READERS AND CAPABLE LEADERS BY TRAINING TEENS TO TEACH YOUNGER STUDENTS, CREATING ACADEMIC BENEFIT FOR ALL INVOLVED.",9,8,6,50,0,481523,904522,18500,116,144,8443,5978,490082,929144,0,0,0,234169,328569,16440,82763,177847,241955,412016,586964,78066,342180,192924,548599,11028,24523,181896,524076
0,Reach Education,2015,264622113,"REACH INCORPORATED DEVELOPS CONFIDENT, GRADE-LEVEL READERS AND CAPABLE LEADERS BY TRAINING TEENS TO TEACH, CREATING ACADEMIC BENEFIT FOR ALL INVOLVED.",8,7,4,40,0,283852,481523,0,116,116,-3720,8443,280248,490082,0,0,0,175315,234169,0,50724,88620,177847,263935,412016,16313,78066,108655,192924,4825,11028,103830,181896
0,Reading Partners,2017,770568469,THE ORGANIZATION PARTNERS WITH SCHOOLS TO PROVIDE ONE-ON-ONE LITERACY TUTORING.,11,11,859,13500,0,20268997,20342270,4167968,76,250,13943,10899,23592549,24521387,0,0,0,16702367,22015581,0,2741382,3543371,4752219,20245738,26767800,3346811,-2246413,9561718,10593050,1550291,5369733,8011427,5223317
0,Reading Partners,2016,770568469,THE ORGANIZATION PARTNERS WITH SCHOOLS TO PROVIDE ONE-ON-ONE LITERACY TUTORING.,12,12,680,12000,0,15812008,20268997,3309533,287,76,20166,13943,18360158,23592549,0,0,0,13336197,16702367,0,2349180,3725640,3543371,17061837,20245738,1298321,3346811,5913874,9561718,1330031,1550291,4583843,8011427
0,Reading Partners,2015,770568469,THE ORGANIZATION PARTNERS WITH SCHOOLS TO PROVIDE ONE-ON-ONE LITERACY TUTORING.,12,12,515,12000,0,11316282,15812008,2527697,1575,287,-23710,20166,12876814,18360158,0,0,0,9205541,13336197,0,1949588,2281806,3725640,11487347,17061837,1389467,1298321,4407864,5913874,1150683,1330031,3257181,4583843
0,Recreation Wish List Committee of Washington DC,2017,521939752,IMPROVING RECREATIONAL FACILITIES AND EDUCATIONAL PROGRAMS FOR DC CHILDREN & TEENS.,16,15,14,0,0,864916,553011,0,1176,773,-198550,0,667542,553784,0,0,0,169803,228463,15000,137677,254996,420614,424799,664077,242743,-110293,655670,447866,38607,14578,617063,433288
0,Recreation Wish List Committee of Washington DC,2016,521939752,IMPROVING RECREATIONAL FACILITIES AND EDUCATIONAL PROGRAMS FOR DC CHILDREN & TEENS.,15,14,2,0,0,261672,864916,0,2605,1176,57340,-198550,321617,667542,0,0,0,169166,169803,0,132634,197679,254996,366845,424799,-45228,242743,391847,655670,15463,38607,376384,617063
0,Recreation Wish List Committee of Washington DC,2014,521939752,IMPROVING RECREATIONAL FACILITIES AND EDUCATIONAL PROGRAMS FOR DC CHILDREN & TEENS.,20,19,2,0,0,247455,261672,0,3130,2605,61852,57340,312437,321617,0,0,0,166701,169166,0,88599,225473,197679,392174,366845,-79737,-45228,447894,391847,22521,15463,425373,376384
0,Sasha Bruce Youthwork,2016,521006486,"SEE PART III, LINE 1.",18,18,217,1268,0,7938234,8240280,0,55778,390286,11190,-74092,8005202,8556474,0,0,0,5917586,5322332,71955,190176,2624826,2649869,8542412,8044156,-537210,512318,5022956,5330120,826250,655749,4196706,4674371
0,Shaw Community Center (Shaw Community Ministry ),2017,510334496,"To enhance the lives and expand the opportunities of children, youth, and adults of the Shaw community in Washington, D.C. SCM offers education, youth leadership development, and life skills programming to low income children and youth.",8,8,8,50,0,368757,358134,0,,0,2267,3139,371024,361273,11000,19050,0,237405,241085,0,26057,120444,179023,368849,439158,2175,-77885,149577,79743,11331,19382,138246,60361
0,Shaw Community Center (Shaw Community Ministry ),2016,510334496,"To enhance the lives and expand the opportunities of children, youth, and adults of the Shaw community in Washington, D.C. SCM offers education, youth leadership development, and life skills programming to low income children and youth.",12,12,6,50,0,351062,368757,0,59,0,2675,2267,353796,371024,11500,11000,0,262314,237405,0,30328,79163,120444,352977,368849,819,2175,147182,149577,11111,11331,136071,138246
0,Shaw Community Center (Shaw Community Ministry ),2015,510334496,"To enhance the lives and expand the opportunities of children, youth, and adults of the Shaw community in Washington, D.C. SCM offers education, youth leadership development, and life skills programming to low income children and youth.",12,12,8,50,0,357765,351062,0,,59,2982,2675,360747,353796,24250,11500,0,253035,262314,0,2434,102657,79163,379942,352977,-19195,819,149575,147182,14323,11111,135252,136071
0,Sitar Arts Center,2018,522113471,"SITAR ARTS CENTER'S MISSION IS TO OFFER POSSIBILITIES THAT TRANSFORM THE LIVES OF CHILDREN AND TEENS BORN INTO A WORLD OF UNEQUAL ACCESS TO OPPORTUNITY. WE ACHIEVE THE MISSION BY ENGAGING CHILDREN AND TEENS IN THE HIGHEST QUALITY VISUAL, PERFORMING AND DIGITAL ARTS PROGRAMMING. WE TEACH THE ARTS SO THAT OUR STUDENTS LEARN ABOUT THEMSELVES AND GAIN CRITICAL LIFE SKILLS. WE CREATE COMMUNITY FOR STUDENTS AND THEIR FAMILIES AND WE ARE AN UNTIRING VOICE ON THEIR BEHALF.",18,17,24,300,0,2220520,2053902,128743,-212,4306,-38669,-66977,2296000,2119974,,0,0,952516,1015649,0,253294,896981,898718,1849497,1914367,446503,205607,8273444,8504185,3849876,3865685,4423568,4638500
0,Sitar Arts Center,2017,522113471,"Sitar Arts Center advances the critical life skills of underserved children and youth in Washington, DC and prepares them for achievement in the 21st century through visual, performing, and digital arts education in a nurturing community. During 2013, Sitar Arts Center served 798 students. True to its mission, Sitar has maintained its policy that 80% of students are from low-income households.",20,19,23,300,0,1871086,2220520,114361,-3651,-212,-21136,-38669,1941498,2296000,0,0,0,850619,952516,0,264362,783808,896981,1634427,1849497,307071,446503,7392157,8273444,3416390,3849876,3975767,4423568
0,Sitar Arts Center,2016,522113471,"Sitar Arts Center advances the critical life skills of underserved children and youth in Washington, DC and prepares them for achievement in the 21st century through visual, performing, and digital arts education in a nurturing community. During 2013, Sitar Arts Center served 798 students. True to its mission, Sitar has maintained its policy that 80% of students are from low-income households.",24,23,28,300,0,2507774,1871086,95199,471,-3651,-15687,-21136,2596369,1941498,0,0,0,832146,850619,0,241194,757642,783808,1589788,1634427,1006581,307071,7644473,7392157,3975746,3416390,3668727,3975767
0,Sitar Arts Center,2015,522113471,"Sitar Arts Center advances the critical life skills of underserved children and youth in Washington, DC and prepares them for achievement in the 21st century through visual, performing, and digital arts education in a nurturing community. During 2013, Sitar Arts Center served 798 students. True to its mission, Sitar has maintained its policy that 80% of students are from low-income households.",23,22,14,300,0,1433944,2507774,103811,548,471,-25998,-15687,1507995,2596369,0,0,0,710309,832146,0,192362,706087,757642,1416396,1589788,91599,1006581,6713815,7644473,4051669,3975746,2662146,3668727
0,Split This Rock,2018,264559492,Split this Rock calls poets to a greater role in public life and fosters a national network of socially engaged poets.,8,8,6,70,0,289374,297345,52975,99,42,0,0,362723,350362,0,0,0,191709,202100,0,23249,244137,156119,435846,358219,-73123,-7857,23612,16335,75,655,23537,15680
0,Split This Rock,2017,264559492,Split this Rock calls poets to a greater role in public life and fosters a national network of socially engaged poets.,6,6,5,130,0,296090,289374,73250,75,99,0,0,349587,362723,0,0,0,154720,191709,0,25607,126128,244137,280848,435846,68739,-73123,106385,23612,9725,75,96660,23537
0,Split This Rock,2016,264559492,SPLIT THIS ROCK CALLS POETS TO A GREATER ROLE IN PUBLIC LIFE AND FOSTERS A NATIONAL NETWORK OF SOCIALLY ENGAGED POETS.,7,7,4,30,0,209720,296090,53422,201,75,0,0,281552,349587,0,0,0,187114,154720,0,22466,164384,126128,351498,280848,-69946,68739,27921,106385,0,9725,27921,96660
0,Step Afrika USA orporated,2018,522118391,TO PROMOTE AND PRESERVE THE TRADITION OF STEPPING AND IT'S CONNECTIONS TO ART FORMS AROUND THE WORLD.,16,15,21,45,0,567810,520339,1315547,13545,40073,59570,59900,1531088,1935859,,0,0,731270,833489,0,170587,779675,1017370,1510945,1850859,20143,85000,676085,930250,154090,323255,521995,606995
0,Step Afrika USA orporated,2017,522118391,TO PROMOTE AND PRESERVE THE TRADITION OF STEPPING AND IT'S CONNECTIONS TO ART FORMS AROUND THE WORLD.,16,16,18,45,0,430555,567810,890163,23688,13545,57431,59570,1497038,1531088,,0,0,703213,731270,0,152904,722389,779675,1425602,1510945,71436,20143,620185,676085,118333,154090,501852,521995
0,Step Afrika USA orporated,2016,522118391,TO PROMOTE AND PRESERVE THE TRADITION OF STEPPING AND IT'S CONNECTIONS TO ART FORMS AROUND THE WORLD.,14,14,19,14,0,258738,430555,985364,8168,23688,565,57431,935431,1497038,,0,0,352358,703213,0,132940,508795,722389,861153,1425602,74278,71436,590653,620185,160237,118333,430416,501852
0,Step Afrika USA orporated,2014,522118391,TO PROMOTE AND PRESERVE THE TRADITION OF STEPPING AND IT'S CONNECTIONS TO ART FORMS AROUND THE WORLD.,11,11,17,11,0,329311,402901,1050703,14726,13957,,0,1191639,1467561,,0,0,460167,531838,0,170487,704773,833742,1164940,1365580,26699,101981,416990,515780,162833,159642,254157,356138
0,Techbridge Girls,2017,274162514,"TO EMPOWER GIRLS TO REALIZE THEIR DREAMS THROUGH SCIENCE, TECHNOLOGY, AND ENGINEERING.",5,5,38,500,0,3298047,2671933,127586,145,51,15123,-10019,3723375,2789551,240647,178640,0,1667974,1912420,36750,258909,759984,952220,2668605,3080030,1054770,-290479,1930091,1664859,167554,192801,1762537,1472058
0,Techbridge Girls,2016,274162514,"TO EMPOWER GIRLS TO REALIZE THEIR DREAMS THROUGH SCIENCE, TECHNOLOGY, AND ENGINEERING.",5,4,33,400,0,1623751,3298047,410060,739,145,40139,15123,2150849,3723375,274890,240647,0,1481941,1667974,0,292729,804044,759984,2561295,2668605,-410446,1054770,986869,1930091,279102,167554,707767,1762537
